Time,K22,K17,K24,N11,N5,N3,O8,O17,O18,R2
5/17/1987,4.545337677,4.322677612,3.634363174,0.094684601,0.723526001,0.490568161,1.509243011,1.280769348,1.551200867,4.510984421
5/24/1987,5.072795868,4.845870972,4.144985199,0.19144249,0.82028389,0.551137924,1.938215256,1.697372437,1.967403412,4.510984421
5/31/1987,5.650253296,5.419063568,4.705606461,0.258197784,0.887039185,0.581705093,2.337188721,2.083976746,2.353607178,5.02255249
6/7/1987,6.027713776,5.545818329,4.705606461,0.163513184,0.746154785,0.421705246,2.337188721,2.083976746,2.353607178,5.279220581
6/14/1987,6.395172119,5.909011841,4.705606461,0.468198776,0.917039871,0.941705704,2.746160507,2.480579376,2.749809265,5.189220428
6/21/1987,6.905170441,6.419010162,5.215604782,1.154956818,0.967924118,1.59227562,3.385131836,2.687664032,3.376010895,5.629219055
6/28/1987,7.443002701,6.989009857,6.053495407,1.971712112,1.784679413,2.372842789,4.641889572,3.224748611,3.736009598,6.05921936
7/5/1987,7.030834198,6.632570267,5.766384125,2.518466949,2.33143425,2.8834095,5.06085968,3.631349564,4.142210007,5.397651672
7/12/1987,7.430835724,6.376132965,5.185762405,4.083152771,3.326435089,4.063409805,6.057617188,4.518434525,4.872209549,4.826080322
7/19/1987,7.773002625,6.69257164,5.585760117,4.339910507,3.583192825,4.283979416,5.889831543,4.497953415,4.61341095,5.296081543
7/26/1987,7.07554245,6.326131821,5.468648911,4.339910507,3.583192825,4.283979416,5.912044525,4.514554977,4.629611969,4.674514771
8/2/1987,6.498085022,5.752939224,4.908027649,4.624595642,3.473192215,4.173978806,5.175287247,3.827470779,4.149612427,4.122943878
8/9/1987,5.858085632,5.95293808,5.301540375,4.931352615,3.779949188,4.444547653,5.205289841,3.857473373,4.179615021,4.184513092
8/16/1987,5.715919495,5.42974472,4.79091835,4.941350937,3.78994751,4.454545975,4.955289841,3.607473373,3.929615021,4.184513092
8/23/1987,5.138462067,4.856552124,4.230297089,5.131353378,3.979949951,4.644548416,4.885286331,3.537469864,3.859611511,3.524513245
